,Document ID,Cosine Similarity,Description,Price,Prime,URL,Number of stars
10,215,0.2016269248576995,"TECKNET Set Tastiera e Mouse Wireless, 2.4G Silenzioso con Ricevitore Nano USB, 12 Scorciatoie Multimediali per Computer, PC, Laptop, Desktop, Smart TV Android",27.99,False,https://www.amazon.it/dp/B0B58PXK4N,4.5
11,12,0.1991408593456395,"TECKNET PRO Mouse con Filo, 6400 DPI Mouse Ottico Cablato, 6 Pulsanti, Cavo USB 1.5M, Plug and Play, Mouse Ergonomico con Filo per PC, Computer, Laptop, Mac Laptop - Blu",14.99,False,https://www.amazon.it/dp/B0BMKBRBPD,4.5
12,304,0.18108889808375864,"TECKNET 【2 PACKS Tappetino Mouse con Poggiapolsi, Gaming Mouse Pad Ergonomico con Memory Foam, Tocco Morbido e Impermeabile, Tappetini Mouse Supporto per Computer, Ufficio, Base di Gomma Antiscivolo",15.99,False,https://www.amazon.it/dp/B0CXDVLYTX,4.5
13,75,0.16472389186253503,"PC Computer Fisso Desktop i7 - Windows 11 PRO - HDMI e VGA - Wireless - Lettore Masterizzatore CD DVD - Ufficio Internet Scuola (RAM 32 GB, SSD 480 GB)",359.9,False,https://www.amazon.it/dp/B0BS1M42PR,4.0
14,300,0.1643276661111131,PC Gaming Computer Fisso Desktop i7 - RAM 32GB - SSD 1 TB - RTX 4060 8GB GDDR6 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola,799.9,False,https://www.amazon.it/dp/B0CQTHN1YS,3.8
15,139,0.15895878540553532,PC Gaming Computer Fisso Desktop i5 - GeForce GT 730 4 GB DDR3 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola (RAM 16 GB - SSD 240 GB),289.9,False,https://www.amazon.it/dp/B0992SZKQ9,3.9
16,292,0.1577786743651771,PC Gaming Computer Fisso Desktop i5 - GeForce GT 730 4 GB DDR3 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola (RAM 8 GB - SSD 240 GB),279.9,False,https://www.amazon.it/dp/B09K4ND5DN,3.9
17,283,0.153325737290001,PC Gaming Computer Fisso Desktop i7 - RAM 16GB - SSD 1 TB - ARC 380 6GB GDDR5 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola,579.9,False,https://www.amazon.it/dp/B0D1KNC7RG,3.8
18,166,0.15081398029650664,PC Gaming Computer Fisso Desktop Compatibile Con Intel i5 - GeForce GT 730 4 GB DDR3 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola Scuola (RAM 32 GB - SSD 1 TB),379.0,False,https://www.amazon.it/dp/B0CQMVN36K,3.9
19,241,0.1507344821887206,"HP X500 Mouse Ottico, Nero",7.99,False,https://www.amazon.it/dp/B00G0F71ZG,4.6
